id,name,type,path,line,description
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:sub_Tensor,sub_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,137,Variable sub_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:div_Tensor,div_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,140,Variable div_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor,mul_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,141,Variable mul_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor_1,mul_Tensor_1,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,142,Variable mul_Tensor_1
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor_2,mul_Tensor_2,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,156,Variable mul_Tensor_2
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor_3,mul_Tensor_3,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,157,Variable mul_Tensor_3
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor_4,mul_Tensor_4,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,158,Variable mul_Tensor_4
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:add_Tensor,add_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,193,Variable add_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:sub_Tensor,sub_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,195,Variable sub_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:div_Tensor,div_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,198,Variable div_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:add_Tensor,add_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,221,Variable add_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:sub_Tensor,sub_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,224,Variable sub_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:div_Tensor,div_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,227,Variable div_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor,mul_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,229,Variable mul_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor_1,mul_Tensor_1,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,230,Variable mul_Tensor_1
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor_2,mul_Tensor_2,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,245,Variable mul_Tensor_2
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor_3,mul_Tensor_3,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,246,Variable mul_Tensor_3
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor_4,mul_Tensor_4,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,248,Variable mul_Tensor_4
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:add_Tensor,add_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,286,Variable add_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:sub_Tensor,sub_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,289,Variable sub_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:div_Tensor,div_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,292,Variable div_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:add_Tensor,add_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,315,Variable add_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:sub_Tensor,sub_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,318,Variable sub_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:div_Tensor,div_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,321,Variable div_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor,mul_Tensor,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,323,Variable mul_Tensor
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor_1,mul_Tensor_1,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,324,Variable mul_Tensor_1
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor_2,mul_Tensor_2,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,338,Variable mul_Tensor_2
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor_3,mul_Tensor_3,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,339,Variable mul_Tensor_3
torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py:mul_Tensor_4,mul_Tensor_4,variable,torch/_inductor/fx_passes/serialized_patterns/_sfdp_pattern_25.py,341,Variable mul_Tensor_4
